Index,PedSpeed,EgoSpeed,PedDist,Fitness_Min distance_LoFi,Fitness_Velocity at min distance_LoFi,Fitness_Min distance_HiFi,Fitness_Velocity at min distance_HiFi,Critical_LoFi,Critical_HiFi
18,0.40346647,4.51572637,16.02112510,2.50621666,-4.55499098,2.98872533,-4.27959463,0,0
19,0.45343685,4.51567472,11.80275698,2.81034343,-4.51448443,2.88661511,-4.81308305,0,0
20,0.45472196,4.47810434,12.54435658,2.73221934,-4.51997735,5.33178216,-4.74453454,0,0
21,0.45472196,4.47848426,12.64121305,2.71136420,-4.47500209,2.03616848,-7.49710785,0,0
22,0.45472196,4.51567472,12.54435658,2.74740943,-4.51000416,0.24720979,-6.12955508,0,1
23,0.45472196,4.51567472,12.76417976,2.70990321,-4.51322948,1.76871289,-3.90590019,0,0
24,0.45472196,5.40805303,12.54435658,2.87547828,-5.39497276,2.51494373,-6.69576012,0,0
25,0.45472196,6.04864718,12.54435658,2.96499287,-6.04000459,5.39936199,-4.72942014,0,0
26,0.45472196,6.86089090,12.54435658,3.04795617,-6.87499845,5.42463173,-4.58967510,0,0
27,0.45517570,4.52008704,12.48954397,2.73516049,-4.51001786,6.40532929,-5.74254374,0,0
28,0.46002221,3.95536474,18.17558155,1.93514339,-3.92500796,6.76779485,-4.89378799,0,0
29,0.47953215,4.51567472,12.64427388,2.68608071,-4.55499185,2.63074830,-4.38788582,0,0
30,0.48357344,3.71482296,14.42696584,2.23031492,-3.68984076,3.25544576,-6.77513594,0,0
31,0.49106225,3.66513582,11.00088543,2.66742872,-3.67002811,3.18179533,-6.73378189,0,0
32,0.49726365,6.01002406,8.55619480,3.24018702,-6.04498764,0.98736985,-5.98141334,0,1
33,0.49726365,6.04508235,8.55619480,3.24756522,-6.08999428,0.24794391,-5.66444754,0,1
34,0.50610806,6.04508235,8.32090641,3.26924511,-6.04500009,2.93966909,-5.97056274,0,0
35,0.51678058,4.60065631,8.58361604,3.10697407,-4.64500364,6.19868382,-7.20777008,0,0
36,0.52993675,4.51567472,12.54435658,2.59264511,-4.50999940,2.96926952,-5.72863370,0,0
37,0.53083180,8.15262381,19.19934034,2.51334620,-7.13623152,2.47637609,-6.62845902,0,0
38,0.53186257,3.73106840,16.51971291,1.80425507,-3.46004528,2.95806472,-7.14885393,0,0
39,0.54794769,4.22441032,12.52398463,2.48363935,-4.22004577,2.48566883,-3.98643975,0,0
40,0.54794769,4.45016082,8.83812592,3.01538507,-4.43999821,2.99228983,-4.34740339,0,0
41,0.54794769,4.51567472,12.51756820,2.55712670,-4.51499657,5.76908559,-4.12401585,0,0
42,0.54794769,4.51567472,12.52398463,2.55638919,-4.55825295,0.94251271,-7.96548905,0,1
43,0.54794769,4.52053495,12.52398463,2.58045263,-4.51009644,2.90214382,-5.70561789,0,0
44,0.54794769,4.57899979,12.52398463,2.57774496,-4.54499281,2.61526314,-4.33519540,0,0
45,0.54794769,6.02614603,12.52398463,2.82771483,-6.00006910,1.58009759,-4.34579552,0,0
46,0.54794769,8.23481881,12.52398463,3.03615071,-7.13738616,1.40506993,-4.18874548,0,0
47,0.54923281,4.51567472,12.15458728,2.61206714,-4.55971834,5.26319645,-6.79519410,0,0
48,0.55150627,8.17469248,19.39915080,2.44408410,-7.13892283,1.36805737,-3.53079572,0,0
49,0.55408924,6.82382112,12.58308702,2.91269966,-6.83489284,2.91718454,-7.63891814,0,0
50,0.56394602,3.71041064,16.53125730,1.66079559,-2.59003052,5.02555101,-6.18281638,0,0
51,0.56402338,6.81165761,8.55619480,3.26848253,-6.83499225,3.26418196,-7.48419255,0,0
52,0.56439976,3.58629993,16.47644470,0.46329696,-0.00000000,2.38058218,-2.31791052,0,0
53,0.56439976,3.71482296,16.47644470,1.65385445,-2.59004809,2.13946862,-7.22760264,0,0
54,0.56439976,6.88621609,12.62766838,2.88698306,-6.91999601,2.68416914,-4.38417748,0,0
55,0.56982126,3.82802006,16.62269293,1.67245429,-2.56928451,4.79526339,-6.45951083,0,0
56,0.57146693,4.59308930,8.72111513,3.03476336,-4.63498707,2.45554898,-4.37487476,0,0
57,0.57146693,6.82382112,7.64985200,3.34983454,-6.79012159,5.29110733,-4.61572034,0,0
58,0.57146693,6.82382112,8.36677616,3.26383586,-6.83500244,5.58103542,-7.04942268,0,0
59,0.57146693,6.82382112,8.55559802,3.26041142,-6.83499762,2.50363436,-4.37140592,0,0
60,0.57146693,6.82382112,8.60011522,3.23740033,-6.79041866,1.57682597,-6.56890889,0,0
61,0.57146693,6.82382112,8.64690416,3.23408906,-6.79005957,4.09418184,-4.11233035,0,0
62,0.57146693,6.82382112,8.72111513,3.24449111,-6.83500113,0.15329708,-7.48838091,0,1
63,0.57146693,6.82519354,8.72111513,3.23293649,-6.79004244,2.23426480,-5.57344102,0,0
64,0.57146693,6.83398642,8.39280598,3.26313074,-6.87999685,4.51982738,-3.68787247,0,0
65,0.57146693,6.88933502,12.40697384,2.90804682,-6.91999762,2.89537355,-7.75410350,0,0
66,0.57481199,6.82382112,18.06224122,2.41727011,-6.83528973,2.69296714,-4.37656022,0,0
67,0.58434625,6.02075514,8.55619480,3.18626868,-6.00007815,2.31257382,-4.10750747,0,0
68,0.58475730,3.74339946,17.96822707,1.19991967,-0.00000000,3.46568774,-5.17552236,0,0
69,0.58549176,4.47860494,16.07945402,1.99601040,-4.47500450,1.83287511,-4.11301384,0,0
70,0.58868747,6.79569152,8.73854723,3.22421927,-6.79494335,2.34257081,-6.84169950,0,0
71,0.59023955,3.65247659,16.43186333,1.46845243,-2.03001336,4.62847916,-6.79241248,0,0
72,0.59950600,3.66491202,16.35544476,0.07114296,-0.00000000,0.65394430,-4.04027062,0,1
73,0.59950600,3.66491202,16.47644470,0.10431180,-0.00000000,1.57350296,-3.35193240,0,0
74,0.60041167,4.53427683,12.04189362,2.52356472,-4.50998625,3.55407379,-3.87441667,0,0
75,0.60108193,6.04508235,8.47636080,3.18145367,-6.08998285,1.39109672,-3.70694239,0,0
76,0.60520860,7.57591650,8.72111513,3.25806526,-7.15225370,1.39816630,-3.81149960,0,0
77,0.62769523,3.66491202,16.62269293,0.94010774,-0.00000000,1.84648888,-7.89126190,0,0
78,0.62769523,3.66491202,16.62673897,0.94011495,-0.00000000,1.46746691,-3.83436392,0,0
79,0.62769523,3.68246598,16.62269293,1.00850526,-0.00000000,3.36634699,-5.30523271,0,0
80,0.62769523,4.06107417,16.61988425,1.44668167,-0.00000000,3.60455132,-3.39321493,0,0
81,0.62934090,6.66073412,9.86515541,3.07820365,-6.66999857,5.69466618,-4.97096332,0,0
82,0.63053381,3.66491202,16.62269293,1.13930564,-0.00000000,3.24152053,-7.66269820,0,0
83,0.97208351,4.47885193,12.52398463,1.77568495,-4.29540287,6.20711715,-3.91080483,0,0
84,0.99104829,3.66491202,16.62269293,3.68371617,-3.66987751,5.25821449,-3.71297492,0,0
85,1.01564264,6.82382112,8.60011522,2.94451916,-6.83919669,5.60504438,-4.79267446,0,0
86,1.02579607,4.32702258,5.68731884,3.32339390,-4.35499508,2.05365763,-4.75495853,0,0
87,1.02579607,4.41128492,5.68731884,3.32240780,-4.38162591,3.04248612,-4.33198157,0,0
88,1.05142634,7.07147734,7.72176156,3.13262688,-7.01001620,2.59208675,-2.37352221,0,0
89,1.16308980,3.66491202,8.91145353,2.07715851,-3.64008906,2.89895117,-6.70058757,0,0
90,1.38404749,3.35672314,13.22608375,3.50091060,-0.00000000,2.75779324,-4.50104027,0,0
91,1.51102516,6.04508235,8.55619480,2.51981413,-6.05973256,6.33577612,-4.86487754,0,0
92,1.54384258,4.78098705,14.96213741,2.77916255,-0.00000000,4.90266205,-6.18026951,0,0
93,1.74966439,4.47974221,10.98131983,0.27963578,-1.05682952,3.32191291,-6.67551657,1,0
94,1.80249307,6.04508235,12.53916660,0.85181570,-3.55072041,1.66929561,-3.85846618,1,0
95,1.80264532,6.15185872,8.53876270,2.37346533,-6.14035294,3.94973374,-3.95739808,0,0
96,1.80698660,6.84814833,8.72111513,2.42483709,-6.84998016,2.59853395,-7.14344495,0,0
97,1.80700831,6.04508235,8.55619480,2.29718569,-6.05991251,0.94955180,-5.44585835,0,1
98,1.81251327,6.04581606,15.73328115,2.26369216,-0.26161823,5.53628340,-4.47352920,0,0
99,1.81985851,4.50389026,8.55619480,1.85237065,-4.36021400,2.64604429,-7.90659029,0,0
100,1.81985851,4.51210989,8.55619480,1.82877222,-4.40005607,0.45151782,-5.54303467,0,1
101,1.81985851,4.53461104,8.55619480,1.84998646,-4.43998474,2.73916060,-4.76041495,0,0
102,1.81985851,5.08595632,8.40158121,2.14110757,-5.06002800,5.43995314,-6.49052991,0,0
103,1.81985851,5.97892837,8.65917472,2.27718136,-6.01998630,2.53159229,-3.48607042,0,0
104,1.81985851,6.01632248,8.55619480,2.27034571,-6.05999958,3.09876553,-5.50022347,0,0
105,1.81985851,6.04508235,8.06757554,2.45350987,-6.07500277,3.26355280,-7.68845071,0,0
106,1.81985851,6.04508235,8.50092649,2.32791439,-6.05956311,5.40333430,-6.35007063,0,0
107,1.81985851,6.04508235,8.55619480,2.28969532,-6.05998511,0.09490749,-5.96895701,0,1
108,1.81985851,6.04508235,8.57358689,2.27762280,-6.05977716,5.32376809,-6.66102086,0,0
109,1.81985851,6.04508235,8.72171191,2.25464864,-6.05999785,4.96563118,-6.52339445,0,0
110,1.81985851,6.04508235,9.30613901,2.08293218,-6.01000381,0.06032121,-6.08844521,0,1
111,1.81985851,6.04508235,16.17652168,2.59152286,-0.28860079,0.15478692,-4.10512401,0,1
112,1.81985851,8.08789385,7.69559916,2.81757844,-7.05182286,2.73536228,-7.82437690,0,0
113,1.82052927,6.03745256,19.19934034,11.91198917,-6.04479689,1.97378800,-4.89205132,0,0
114,1.82362113,6.04508235,11.09146199,1.45499938,-5.22064842,3.02857107,-4.78076994,0,0
115,1.82682539,5.97362008,19.15970346,11.93017025,-5.95499127,2.57768414,-4.40860943,0,0
116,1.83118481,5.52390667,8.55619480,2.14723387,-5.49003308,5.58666656,-3.96516430,0,0
117,1.84163402,6.16769043,16.07945402,2.09182866,-0.38374665,0.34030670,-5.65282287,0,1
118,1.84945811,4.45765194,8.55619480,1.81400200,-4.28001144,3.63631860,-3.46309916,0,0
119,1.85109622,5.96010076,12.49656339,0.69345259,-3.38003528,4.10962214,-4.32167387,1,0
120,1.85783175,5.03939305,12.52398463,0.96204742,-0.13546208,1.50336987,-3.52132106,0,0
121,1.87223673,5.96750580,16.47451920,3.23320251,-0.33720336,4.14909576,-3.85757067,0,0
122,1.90082019,8.15262381,8.62968006,2.56524591,-7.05664778,5.56947465,-3.91058142,0,0
123,1.98533419,4.49140492,8.56948043,1.64077464,-4.17901994,5.89152413,-4.44219667,0,0
124,2.11906962,5.98175728,8.66166234,2.02274142,-5.97499356,5.63068581,-4.75520935,0,0
125,2.18537353,7.56115357,8.93888682,2.18999699,-7.07245193,4.89197780,-6.38350521,0,0
126,2.19087849,7.56188730,15.81509441,0.51657533,-2.59997699,5.05899245,-6.18275694,1,0
127,2.25015386,5.56281938,17.48196744,10.91665591,-5.56020899,4.92555352,-6.45718155,0,0
128,2.27233913,5.51290791,17.48196744,11.05933737,-5.55499134,2.24147615,-4.49077933,0,0
129,2.28518933,5.51290791,17.48196744,11.17214859,-5.50500505,2.36323650,-6.75577266,0,0
130,2.60313342,4.38565377,18.13993323,12.68320700,-4.35499645,1.81122489,-7.56991230,0,0
131,2.64259205,3.12601353,10.88875433,3.43789847,-0.00000000,1.61386242,-3.49371321,0,0
132,2.65280905,3.12601353,10.88875433,3.30610116,-0.00000000,5.20200566,-5.88079497,0,0
133,2.68343251,4.47499624,19.14545808,13.53134344,-4.48008501,5.16117472,-4.67441333,0,0
134,2.73319160,8.10859079,19.12997968,13.05792246,-6.39997138,4.43679046,-4.46041028,0,0
135,2.75248111,4.51542772,19.57789431,14.22537491,-4.52778292,5.96657061,-3.84290229,0,0
136,2.80949794,4.51567472,12.54435658,3.06580320,-0.86979372,2.97424062,-6.71542267,0,0
137,2.81431327,5.37348592,19.23114659,13.49767438,-5.35497023,2.17216380,-6.74431282,0,0
138,2.86551027,8.26292872,19.64599040,13.92883718,-6.05003488,1.12677977,-5.60488023,0,0
139,2.86827470,6.82207474,19.28881231,13.57187761,-6.20002140,2.33788119,-6.78743955,0,0
140,2.86975696,8.15262381,19.19934034,13.44595112,-6.25000805,3.74286606,-3.47141465,0,0
141,2.87315954,8.15262381,19.19934034,13.44729376,-6.24996545,1.59256521,-3.87470453,0,0
142,2.87429173,8.15262381,19.19934034,13.44804757,-6.24999940,4.43842882,-4.51198485,0,0
143,2.87687210,6.82382112,18.13993323,11.74015974,-6.81042395,3.08221363,-4.40948218,0,0
144,2.87912153,8.12918889,19.19934034,13.57232049,-6.19997199,2.81185130,-7.19343584,0,0
145,2.88085796,8.14612972,19.19934034,13.45030837,-6.25044007,2.27267599,-6.53324568,0,0
146,2.88178169,4.51567472,18.10120131,12.72190346,-4.48000858,2.48166565,-4.35100101,0,0
147,2.88270578,8.15815364,8.55619480,1.97375959,-6.97948287,5.93121858,-4.02886884,0,0
148,2.88331304,3.93335420,18.13993323,12.97311860,-3.96526352,5.67171410,-6.92278837,0,0
149,2.88337654,4.05349323,19.20390928,13.93240366,-4.07499904,5.61924249,-3.77106691,0,0
150,2.88337654,4.38062510,19.19934034,13.79087624,-4.42506870,2.02992247,-7.72894347,0,0
151,2.88337654,4.39393749,19.19934034,13.78948801,-4.38003909,5.42286522,-3.99133397,0,0
152,2.88337654,5.61148848,19.19934034,13.52742181,-5.61999451,0.25937034,-5.77921504,0,1
153,2.88337654,6.78259017,17.55453166,11.35994548,-6.82500128,3.59719830,-5.06587829,0,0
154,2.88337654,7.87202795,16.68925541,2.80460595,-1.97003160,2.19023467,-3.79281640,0,0
155,2.88337654,8.09455238,18.08680917,11.73918833,-6.90413325,6.58817396,-4.01964716,0,0
156,2.88337654,8.09866436,19.19934034,13.45185441,-6.24988442,2.37259748,-4.34304690,0,0
157,2.88337654,8.14222576,19.48944624,13.56641122,-6.19995171,3.82904675,-4.35993776,0,0
158,2.88337654,8.15101551,19.19934034,13.32066363,-6.30002800,4.99793065,-4.92203483,0,0
159,2.88337654,8.15262381,10.77732374,1.21434882,-6.59945109,4.31790670,-5.24707823,0,0
160,2.88337654,8.15262381,19.07821091,13.45065068,-6.24994096,0.41521890,-5.60797149,0,1
161,2.88337654,8.15262381,19.12997968,13.30172659,-6.30695843,3.15499301,-8.04995398,0,0
162,2.88337654,8.15262381,19.19934034,13.45331793,-6.24885114,3.10184911,-8.15227200,0,0
163,2.88337654,8.15262381,19.42941009,13.68605615,-6.15102408,5.95700420,-3.74201864,0,0
164,2.88437525,3.93335420,18.17558155,12.97910510,-3.92009156,5.39534625,-4.06003316,0,0
165,2.88644815,6.80101507,12.37800563,0.34231950,-3.23991275,3.02941380,-7.72191608,1,0
166,2.88684125,4.51368116,16.19946261,10.50373974,-4.55993510,6.38355654,-3.88537254,0,0
167,2.88718329,8.15262381,16.09584572,2.01928054,-2.65544631,2.53857557,-5.36574012,0,0
168,2.89248425,4.13533560,18.13811085,12.79780489,-4.14025132,2.73425803,-4.44957731,0,0
169,2.89754714,8.15262381,18.09068625,12.02159967,-6.80000495,5.67687073,-6.67802389,0,0
170,2.90881980,8.22674412,12.54435658,0.36184477,-5.70137927,5.92639029,-3.92689531,1,0
171,2.91995831,6.10827949,19.66322429,13.92110589,-6.04996661,6.04655904,-6.93237518,0,0
172,2.92676227,8.11357053,16.62269293,2.84007956,-2.10042304,2.95540332,-5.83987193,0,0
173,2.93591445,4.48295017,18.96053654,13.62851751,-4.47499821,4.08107937,-4.14852574,0,0
174,2.94024277,4.51567472,18.10120131,12.63206518,-4.52995891,3.01407858,-4.39978032,0,0
175,2.96680560,3.65990373,14.06247648,5.01710879,-1.06105114,3.44094643,-4.93553611,0,0
176,2.98754218,8.27996189,12.29786289,0.44778540,-5.85804049,2.95034700,-4.64900041,1,0
177,3.01969009,3.91475208,18.62192505,13.52495766,-3.88499864,4.04130842,-4.13774459,0,0
178,3.02870281,4.48164160,18.13993323,12.74295934,-4.48004899,6.99260114,-5.00381245,0,0
179,3.04472449,8.15262381,19.20481699,13.55850721,-6.20005239,3.24582571,-7.72464194,0,0
180,3.05076375,3.93335420,18.13993323,12.80044663,-3.97533815,4.51098605,-5.76414468,0,0
181,3.06734957,4.47860494,16.07966338,10.38087795,-4.47999982,3.10063743,-7.07529937,0,0
182,3.06936724,4.47499624,16.12102462,10.46081721,-4.51999270,3.66307076,-4.20250468,0,0
183,3.06986901,3.93508788,16.01449430,10.55751114,-3.94055103,4.69477242,-6.26729674,0,0
184,3.07045130,4.47499624,8.50069782,0.49792425,-2.89989412,3.22793838,-7.27967194,1,0
185,3.07045130,4.47499624,16.12102462,10.45465482,-4.51958292,0.26528902,-7.82768274,0,1
186,3.07078662,3.93335420,18.13995152,12.88264274,-3.96999660,2.24134833,-4.29131826,0,0
187,3.07078662,3.93335420,18.17558155,12.87439283,-3.96625526,0.15632966,-7.76589092,0,1
188,3.07078662,3.93335420,19.08106216,13.88411754,-3.94991896,6.37194597,-4.12965083,0,0
189,3.07078662,8.03369648,18.04112976,12.17441613,-6.74751036,5.36000367,-4.73933045,0,0
190,3.07148491,3.92950184,18.13993323,12.98133173,-3.96498271,3.96440986,-4.09895821,0,0
191,3.07148491,3.93335420,17.41123212,12.17750225,-3.92595718,6.42706784,-4.58372585,0,0
192,3.07148491,3.93335420,18.13588719,12.89132216,-3.92488703,4.06319025,-4.18233547,0,0
193,3.07148491,3.93335420,18.13993323,12.96443714,-3.96500402,0.06587325,-7.59651167,0,1
194,3.07148491,3.93335420,18.17556326,12.96725151,-3.96499118,2.39412301,-4.33840386,0,0
195,3.07148491,3.93335420,18.21395889,13.03599850,-3.96000608,1.47191323,-4.85234171,0,0
196,3.07148491,4.07017691,19.25246440,13.97637145,-4.07004969,4.08912814,-4.15007249,0,0
197,3.07148491,4.52449761,18.10124085,12.70742627,-4.56995236,5.17124652,-6.85479387,0,0
198,3.07154841,8.15262381,19.19934034,13.30116150,-6.30312267,4.02892446,-3.92201849,0,0
199,3.07393115,4.48295017,12.54435658,3.74152600,-0.56007991,1.44288354,-4.20544737,0,0
200,3.08475527,4.47860494,18.21955266,12.92406898,-4.51499470,4.05447909,-5.09983467,0,0
201,3.11131597,3.93569164,14.08900819,5.11860819,-1.10380941,2.28324440,-6.54814863,0,0
202,3.11153907,4.49442898,16.07945402,10.81588670,-4.50003170,0.77627894,-0.51795019,0,0
203,3.13574431,5.39354822,10.96908617,1.01268878,-1.66019412,2.56209238,-3.54964878,0,0
204,3.14313020,4.51567472,12.50128325,3.59501393,-0.64947704,1.62398179,-3.75825635,0,0
205,3.15025900,6.06603535,16.07945402,4.94556376,-0.99785823,2.83782457,-5.47604171,0,0
206,3.15808309,4.35599687,8.55619480,0.12512794,-2.15029409,3.74016101,-4.29802716,1,0
207,3.16094197,8.17038837,19.85658282,14.50429758,-5.80459742,4.28093754,-5.51531338,0,0
208,3.16278144,6.89528339,8.55619480,1.55998198,-6.58295487,5.81469164,-4.05180396,0,0
209,3.16439213,4.49366417,12.52398463,3.72678718,-0.65649183,2.73106964,-4.55962896,0,0
210,3.16655278,4.51567472,19.20985540,14.06056478,-4.53995003,2.67445311,-6.76098194,0,0
211,3.17605043,4.47860494,16.07945402,10.57532474,-4.47004887,4.07386208,-4.12187282,0,0
212,3.17605185,4.47860494,12.52870928,3.76581472,-0.56009903,5.72107073,-4.78654481,0,0
213,3.17605185,4.47860494,19.57789431,14.52732395,-4.47007806,2.44309220,-8.00021516,0,0
214,3.17605185,6.70933676,19.57789431,14.28666848,-5.90150055,3.15432739,-6.58720339,0,0
215,3.17703895,4.45326276,16.07945402,10.78026978,-4.46004457,5.02258338,-5.77802848,0,0
216,3.17726917,4.05606588,14.53038582,5.25185763,-1.23666926,0.98802079,-4.04509493,0,1
217,3.17857042,4.47591994,19.57789431,14.51920162,-4.47009299,5.78538708,-4.68680870,0,0
218,3.17983110,4.47860494,18.11441786,12.74614342,-4.47929016,6.56891575,-4.70210203,0,0
219,3.17985304,4.47860494,16.16257705,10.75181277,-4.50507155,5.89272251,-4.07982172,0,0
220,3.17985860,3.92958622,16.08883742,10.83540547,-3.96983652,1.86576226,-4.78524778,0,0
221,3.17985860,4.05606588,14.53038582,5.24426371,-1.88668398,3.33119551,-7.88844137,0,0
222,3.17985860,4.05606588,14.53398174,5.22954213,-1.98658876,6.11763243,-4.10656472,0,0
223,3.17985860,4.05854313,14.54672151,5.24878146,-1.89253204,2.54195338,-6.55641459,0,0
224,3.17985860,4.26938680,16.07945402,10.81233638,-4.25003480,2.69148960,-4.42662527,0,0
225,3.17985860,4.45374982,15.90196772,10.60914861,-4.46997599,3.66941481,-4.00638014,0,0
226,3.17985860,4.46105099,16.07945402,10.76874263,-4.50498063,3.24566383,-7.54600060,0,0
227,3.17985860,4.47860494,10.95719745,2.19716114,-0.86012162,1.62629460,-4.09223638,0,0
228,3.17985860,4.47860494,15.85963084,10.57342339,-4.51500289,5.16322049,-4.32717864,0,0
229,3.17985860,4.47860494,16.07585810,10.74926316,-4.50495427,5.00801174,-4.63891686,0,0
230,3.17985860,4.47860494,16.07945402,10.74742322,-4.50499827,0.03848086,-5.97911223,0,1
231,3.17985860,4.47860494,16.14880877,10.74790626,-4.50507378,1.67962957,-4.01549786,0,0
232,3.17985860,4.47860494,16.56807466,11.17621372,-4.48004791,3.56050372,-3.39047411,0,0
233,3.17985860,4.48295558,15.97001640,10.56885597,-4.51500498,6.10138448,-4.04783594,0,0
234,3.17985860,6.01979703,16.07945402,10.39369503,-6.01904621,4.94143074,-6.39000523,0,0
235,3.17985860,8.20606771,16.07945402,2.35675311,-2.90017166,4.10528189,-3.87368955,0,0
236,3.17986003,4.47860494,19.57789431,14.43223016,-4.47499627,0.07073033,-7.70111191,0,1
237,3.17996518,4.47860494,16.37622353,10.91848769,-4.45000119,4.81363630,-6.35169658,0,0
238,3.18053020,4.51567472,18.27381984,12.88357257,-4.55999183,5.22262932,-4.79196815,0,0
239,3.18055689,4.47860494,16.04380570,10.74990587,-4.46001333,5.02864873,-6.52632676,0,0
240,3.18072339,3.92453130,18.13989369,12.97291564,-3.96500540,3.07444476,-5.04324070,0,0
241,3.18072339,4.51567472,18.10120131,12.70820464,-4.52500504,2.22070228,-8.04772809,0,0
242,3.18072339,4.51567472,18.11904900,12.79335145,-4.52018507,2.99467787,-4.40808772,0,0
243,3.18072339,4.51567472,18.81543880,13.32290112,-4.53499696,0.31689316,-6.03450625,0,1
244,3.18072339,4.55073301,18.10120131,12.58006148,-4.53000012,3.25794554,-6.56091986,0,0
245,3.18075089,4.51567472,16.06623747,10.69228448,-4.54814830,2.17708330,-6.61924366,0,0
246,3.18089222,3.93696290,18.09836263,12.96135386,-3.96500516,2.30139981,-4.39813014,0,0
247,3.18094266,4.47860494,16.07945402,10.75722883,-4.45986575,4.54243610,-6.54848137,0,0
248,3.18147450,4.14944512,18.24111932,12.85188222,-4.13487532,4.72084233,-4.46381049,0,0
249,3.18175683,4.47860494,16.07945402,10.57529294,-4.51495543,4.29898873,-5.46821998,0,0
250,3.18231824,8.15262381,19.12997968,13.43150954,-6.24995828,5.84507034,-7.04257086,0,0
251,3.18296033,4.47499624,16.12081526,10.84010297,-4.49997522,5.33739207,-4.78123155,0,0
252,3.18412990,6.82382112,8.79870612,1.49796336,-6.58005428,4.35592530,-4.17323731,0,0
253,3.18677528,4.47860494,17.84316372,12.48081841,-4.45004345,1.18210132,-6.46950345,0,0
254,3.18688186,4.25659943,18.71337031,13.39618383,-4.27499282,1.54650563,-3.91260872,0,0
255,3.18688186,4.27242347,18.13993323,12.87033869,-4.30499431,1.43304700,-7.55946552,0,0
256,3.18688186,4.47860494,18.13993323,12.66217207,-4.44125428,3.23380829,-7.73689548,0,0
257,3.18688186,4.48449374,18.13993323,12.74212614,-4.48046498,2.39299845,-4.42492564,0,0
258,3.18688186,4.51579540,18.04307531,12.61626033,-4.52997081,3.71408224,-3.89322283,0,0
259,3.18688186,6.82382112,18.13993323,12.16070094,-6.74999344,1.10230924,-6.49778955,0,0
260,3.18688186,6.95265696,18.13993323,12.16166676,-6.74893156,4.82647822,-5.79250444,0,0
261,3.18707505,4.47860494,18.13993323,12.75147354,-4.48030906,5.55468147,-4.56395003,0,0
262,3.19338630,8.15262381,19.19934034,13.42968621,-6.24996067,0.23201831,-5.94755220,0,1
263,3.19347818,5.25624460,16.07945402,10.56649336,-5.22999964,1.48828434,-3.84778154,0,0
264,3.19407932,8.15262381,19.30966167,14.05993530,-5.99993142,4.69000014,-3.80005838,0,0
265,3.19581426,5.41889040,10.96908617,1.16195975,-1.74005485,4.39197762,-3.89762385,0,0
266,3.21833042,5.39354822,8.46864531,1.06490591,-4.57998952,1.68318220,-3.58515905,0,0
267,3.21965075,3.92689679,17.18805102,11.97198811,-3.93715326,4.80985180,-6.26816091,0,0
268,3.22361694,5.39354822,11.02867953,1.06860416,-1.75737344,2.09883442,-5.95703256,0,0
269,3.23494324,4.50116990,11.02867953,2.06811964,-1.04781710,2.64514479,-4.79993240,0,0
270,3.23494324,5.38868798,11.02867953,1.10426757,-1.86012854,2.51433219,-4.38882635,0,0
271,3.23494324,5.39354822,10.96908617,0.96555506,-1.90788296,2.88290850,-7.95329206,1,0
272,3.23494324,5.39354822,11.02867953,1.19220067,-1.74003278,1.40231181,-7.75573412,0,0
273,3.23494324,5.39354822,13.42522434,3.36315820,-1.17964039,5.32453670,-4.03033033,0,0
274,3.23494324,5.39354822,16.09134275,5.23691826,-2.42391157,3.34462120,-3.24353662,0,0
