Index,PedSpeed,EgoSpeed,PedDist,Fitness_Min distance_LoFi,Fitness_Velocity at min distance_LoFi,Fitness_Min distance_HiFi,Fitness_Velocity at min distance_HiFi,Critical_LoFi,Critical_HiFi
275,3.23494324,5.41840334,11.20616583,1.19465096,-1.83770228,0.30609538,-5.92547536,0,1
276,3.23494324,8.00205666,11.14597629,0.64793693,-6.20925170,2.60131421,-4.43775268,1,0
277,3.23838216,8.16626656,10.93402388,0.84256500,-6.41952694,1.73790502,-7.42022899,1,0
278,3.24488772,4.47855328,12.60268550,3.96808579,-0.65015025,5.28179445,-4.60366831,0,0
279,3.24573762,5.39354822,10.96908617,0.95797851,-1.91005007,2.57247435,-4.73219144,1,0
280,3.24787180,5.39354822,19.43673569,14.13611645,-5.41499949,2.47698026,-4.27287443,0,0
281,3.25628292,3.93335420,18.13993323,12.95465078,-3.92003622,1.65350143,-4.13380598,0,0
282,3.25687705,5.41425319,10.95580054,1.20195601,-1.84008328,1.66920704,-4.56678067,0,0
283,3.27647676,6.82382112,18.13993323,12.02171168,-6.79986962,0.39387123,-4.59340292,0,1
284,3.27647676,8.19236846,19.24869629,13.81785312,-6.09890585,5.79167992,-7.22215964,0,0
285,3.28038082,8.15262381,19.19934034,13.82192459,-6.09884647,6.74483863,-4.88210326,0,0
286,3.28073176,6.84702793,18.13993323,12.15598073,-6.75000000,3.22785040,-7.59915303,0,0
287,3.29206897,8.12372449,19.05153935,13.70694619,-6.14619498,1.38005005,-3.96395698,0,0
288,3.30513730,5.42591590,8.54396115,0.89390354,-4.47002098,0.94259519,-3.22047516,1,1
289,3.31511822,4.48237291,18.13054983,12.72940742,-4.48000479,6.81570158,-4.89512472,0,0
290,3.36316112,8.15262381,19.24479784,13.68981955,-6.14963406,5.58602343,-6.81354495,0,0
291,3.36691450,4.47860494,19.48937933,14.42057468,-4.47499645,7.39009422,-4.61625985,0,0
292,3.37644626,5.39332455,16.65048703,10.94410966,-5.42998093,1.75338541,-3.72638503,0,0
293,3.37738413,6.94149441,8.60011522,1.44291096,-6.71003577,0.88781696,-4.31648529,0,1
294,3.51430490,8.15410841,18.05046126,12.43803649,-6.64961309,3.06958082,-4.23383710,0,0
295,3.52481332,4.51617531,19.14364673,14.04282899,-4.49499875,0.55491987,-5.29016020,0,1
296,3.56634479,7.64564583,9.15575014,1.30585536,-6.99540993,2.20538909,-4.78610554,0,0
297,3.58261658,5.56340978,11.94064121,2.22011301,-1.79092693,4.87934371,-6.11886883,0,0
298,3.80313329,4.08346436,18.01807829,12.91835906,-4.09027217,5.53678169,-4.75451518,0,0
299,3.98626106,6.42950192,6.64398351,2.01264505,-6.39999762,1.22346276,-1.11827035,0,0
