Index,goal_center_x,goal_center_y,goal_velocity_min,goal_velocity_max,num_npc,lane_count,npc_x0,npc_v_max,npc_seed,cutin_tx,cutin_delay,Fitness_Min distance to obstacle_LoFi,Fitness_Distance to goal_LoFi,Fitness_Min distance to obstacle_HiFi,Fitness_Distance to goal_HiFi,Critical_LoFi,Critical_HiFi
60,152.34187370,0.33771417,10.60975991,21.09941356,1.32999550,2.06193025,9.25780017,18.45531441,33.56201428,0.61994843,0.25027250,0.49437696,1.76018718,1.23567296,0.00000000,1,0
61,152.34187370,0.33771417,10.60975991,21.09941356,1.33172052,2.06193025,9.25780017,18.45531441,33.56147952,0.62087674,0.25058976,0.49437696,1.76018718,0.37435607,7.29186320,1,1
62,152.34187370,0.33771417,12.55616408,22.36062602,1.34987021,2.06193025,9.25780017,18.45531441,33.56201428,0.56924433,0.25058976,0.49437696,1.76018718,1.31693581,0.00000000,1,0
63,152.34369481,0.33785531,10.60975991,21.09941356,1.33168697,2.06190198,9.10141480,18.45531441,33.56201428,0.56840916,0.25058976,0.51637594,1.81250416,1.25379717,0.00000000,1,0
64,152.35158106,0.34297893,12.48888299,21.09841576,1.33145172,2.05458287,9.22696844,18.45531441,33.54917493,0.56728278,0.25063559,0.54778378,1.83273558,1.28351018,0.00000000,1,0
65,152.37708246,0.33663355,12.61410608,21.95573100,1.31416720,1.57606927,10.54655573,15.60952357,33.03644304,0.57099549,0.05658559,1.36982269,0.40726569,1.69160041,0.00000000,1,0
66,152.37884399,0.33663355,13.34884592,21.95573100,1.32966779,2.06134171,10.54655573,18.77858072,33.96504100,0.57099549,0.07241170,0.84362832,0.18301603,1.30355278,0.00000000,1,0
67,152.37884399,0.33663355,13.34884592,21.95573100,1.33006622,2.06134171,10.54655573,18.77858072,33.96504100,0.57099549,0.05608315,0.84362832,0.18301603,1.26243853,0.00000000,1,0
68,152.38012579,0.27797271,13.20421594,21.95796309,1.33006622,2.06134171,10.52198746,18.45521610,33.85782144,0.56873572,0.39806443,0.77650293,1.99438380,1.27889749,0.00000000,1,0
69,152.39741371,0.27738599,13.20421594,21.42236431,1.32949443,2.06133093,10.52263996,18.45636369,33.85782144,0.57024362,0.39808721,1.63389380,0.11604729,1.29328874,0.00000000,1,0
70,152.40071075,0.34252361,10.62802050,22.35978109,1.35034485,2.05441633,10.53615720,18.45531441,33.54917493,0.61877514,0.22598117,1.48040346,0.15935225,1.38295905,0.00000000,1,0
71,152.40440993,0.33771417,10.60975991,21.94847231,1.32995494,2.06193025,10.51966070,18.76589110,33.86121360,0.56873770,0.39622506,1.42726617,0.15523503,1.40872541,0.00000000,1,0
72,152.41006565,0.27953658,13.20421594,22.36040419,1.33286602,2.06099285,10.52198746,18.46754460,33.85782144,0.56728278,0.39854828,1.39381753,0.08745410,0.45383416,6.30735164,1,1
73,152.41052930,0.27918684,13.20398863,22.35978109,1.35111588,2.05458287,10.61120783,18.45610979,33.55555909,0.61876355,0.24625874,0.83535884,2.24751073,1.15553493,0.00000000,1,0
74,152.41303779,0.34076484,13.30666347,21.09941356,1.33014979,2.06188909,9.28235188,18.45531441,33.54917493,0.62102154,0.25378300,0.82127778,1.88106834,1.27477860,0.00000000,1,0
75,152.41452760,0.27918684,12.44887972,22.35978109,1.35047209,2.05458287,10.52221805,18.45612149,33.55555909,0.61543936,0.24014312,1.76329915,0.11818969,1.17177038,0.00000000,1,0
76,152.41452760,0.27918684,13.21732324,21.91693824,1.34915406,2.05458287,10.52297393,18.45612149,33.55531213,0.61527304,0.23978777,1.08824648,0.10161748,1.30053130,0.00000000,1,0
77,152.41452760,0.27918684,13.21732324,22.35978109,1.35047209,2.05458287,10.52324775,18.45612149,33.55555909,0.61543936,0.24014312,0.78817348,0.12299109,1.29473813,0.00000000,1,0
78,152.41452760,0.27918684,13.21871438,22.36823576,1.35095192,2.05458287,10.52364467,18.79264317,33.59254604,0.61544158,0.24016922,0.78798524,0.12299109,1.25183273,0.00000000,1,0
79,152.41452760,0.27928868,12.51750310,22.35961682,1.35047209,2.05457598,9.20945255,18.45530822,33.57026213,0.61543936,0.24014312,0.54195501,1.89280049,1.23716028,0.00000000,1,0
80,152.41452760,0.33806791,10.55220209,21.93333701,1.35047209,2.05470527,10.52324775,18.45612149,33.54918243,0.62210952,0.40601854,0.78817348,0.18186284,1.24333228,0.00000000,1,0
81,152.41452760,0.34461160,13.22695121,22.35978109,1.35047209,2.05458287,10.52850151,18.45612489,33.55529462,0.61883008,0.24014312,0.85938541,2.22548354,1.31854917,0.00000000,1,0
82,152.41534920,0.27667193,12.48763263,21.95456141,1.32949443,2.06134428,10.52270234,18.45537381,33.85903215,0.56950131,0.24969323,1.08846054,0.09908744,1.25215814,0.00000000,1,0
83,152.41534920,0.27667193,12.48763263,21.95456141,1.32949443,2.06134428,10.52270234,18.46031269,33.85782144,0.56950131,0.39808721,1.08846054,0.09908744,1.34152312,0.00000000,1,0
84,152.41534920,0.27953658,10.59034731,21.95456141,1.33006622,2.06134171,10.52198746,18.77646665,33.85782144,0.56351434,0.39806443,0.73578296,0.12609430,1.28316411,0.00000000,1,0
85,152.41534920,0.27953658,12.49949831,21.10102079,1.33697507,2.06134171,10.52198746,18.77646665,33.55115071,0.56980226,0.39806443,0.73578296,0.12609430,1.30945343,0.00000000,1,0
86,152.41534920,0.27953658,13.20421594,21.95456141,1.32927320,2.06134171,10.52198746,18.77582516,33.85782144,0.56873572,0.40808055,0.73578296,0.12609430,1.33994780,0.00000000,1,0
87,152.41534920,0.27953658,13.20421594,21.95456141,1.33006622,2.06134171,10.50488369,18.77646665,33.85693243,0.56873572,0.40351282,1.38740144,0.12664141,1.31296996,0.00000000,1,0
88,152.41534920,0.27953658,13.20421594,21.95456141,1.33006622,2.06134171,10.52198746,18.77646665,33.85782144,0.56873572,0.39806443,0.73578296,0.12609430,1.30513078,0.00000000,1,0
89,152.41534920,0.28030393,13.20421594,21.95456141,1.32949443,2.06133056,10.52209696,18.46031269,33.85782144,0.56950131,0.39808721,0.73573229,0.12686165,1.32253580,0.00000000,1,0
90,152.41534920,0.28030393,13.20421594,21.95456141,1.32949443,2.06133056,10.52209696,18.46031269,33.85853014,0.57107618,0.40268029,0.73573229,0.12686165,1.34700002,0.00000000,1,0
91,152.41534920,0.33858464,10.82757661,22.14403066,1.27002544,2.06192816,9.23470556,18.87439731,33.85902947,0.56873572,0.39806443,0.66848972,1.92216046,1.40133588,0.00000000,1,0
92,152.41540142,0.33771417,10.60975991,21.09941356,1.33004254,2.06193025,9.36079042,18.45531441,33.56178179,0.62119427,0.25058976,0.54169415,1.83407699,1.22043606,0.00000000,1,0
93,152.41561847,0.27667193,10.67953231,21.94904184,1.32949443,2.05485184,10.52270234,18.46031269,33.86262591,0.57205284,0.24301141,1.08846054,0.09908234,1.36632888,0.00000000,1,0
94,152.41754599,0.27972313,13.20421594,21.95456141,1.33008909,2.05474595,10.52198746,18.45903826,33.56024131,0.56873572,0.25508359,1.75981417,0.11853442,1.30317303,0.00000000,1,0
95,152.42152311,0.33934367,10.59041551,21.91462137,1.34958536,2.07062840,10.53553846,18.45138805,33.54820901,0.61787604,0.24174262,0.73106584,0.18457141,0.45848529,7.11851382,1,1
96,152.43511127,0.27948216,10.69638271,21.05220075,1.34916433,2.05458287,10.54468147,18.45659864,33.59337127,0.61551390,0.24014312,0.86653401,2.23359717,1.35695691,0.00000000,1,0
97,152.43796944,0.28030393,13.19691530,21.90101887,1.32949443,2.06133056,10.59805629,18.46031269,33.85196233,0.56950131,0.39940768,0.79779881,2.25434221,1.24160716,0.00000000,1,0
98,152.45033060,0.27883313,13.28784970,22.36831308,1.33179544,2.06122774,10.47324957,18.77885930,33.59359989,0.61566727,0.24163310,0.73559164,0.12400094,0.43442135,3.36632592,1,1
99,152.45033060,0.27883313,13.32353188,22.36831308,1.33167997,2.06122774,10.47324957,18.78855229,33.55555159,0.61566727,0.24163310,0.73559164,0.12400094,1.31977821,0.00000000,1,0
100,152.45033060,0.27883313,13.32353188,22.36831308,1.34924113,2.06122774,10.47324957,18.46560518,33.55555159,0.61544561,0.24015452,0.73559164,0.12400094,1.28221891,0.00000000,1,0
101,152.45033060,0.33771419,10.65835851,21.94186900,1.33167997,2.06135014,10.47324957,18.78855229,33.54917493,0.62233744,0.40750852,0.73559164,0.18288197,1.25274635,0.00000000,1,0
102,152.45726292,0.27869199,13.31840014,22.36831308,1.32998850,2.06125601,10.63238771,18.78855229,33.59080461,0.61568236,0.24163310,0.79779881,2.25536343,1.31473909,0.00000000,1,0
103,152.45908403,0.27883313,13.31700901,22.35985841,1.33120014,2.06122774,10.47285265,17.93384111,33.55381766,0.61568014,0.24160701,0.69133381,1.98995165,1.15525054,0.00000000,1,0
104,152.45956490,0.37684646,12.61402767,22.31569100,1.78532921,1.53580337,11.27008592,17.58131480,82.89949521,0.79733727,0.06330998,0.74421982,1.55188492,1.75846450,0.00000000,1,0
105,152.45956490,0.37988621,12.61402767,22.32880792,1.78532921,1.53580337,11.27008592,17.58131480,83.11745891,0.57072866,0.06330998,0.74421982,1.54886278,0.89864393,0.00000000,1,0
106,152.46577104,0.34533455,10.70738548,22.36983397,1.33145172,2.05458287,9.22696844,18.45529558,33.59008128,0.61874193,0.24605325,0.51859730,1.80638372,1.27534379,0.00000000,1,0
107,152.47722254,0.37684646,12.61402767,22.31569100,1.78532921,1.51168994,11.27008592,15.28549269,56.72715628,0.69647839,0.06330998,0.67102586,1.67469754,1.73740263,0.00000000,1,0
108,152.48326731,0.27953658,13.34884592,21.95456141,1.32964331,2.06134171,10.05441659,18.77858072,33.85782144,0.56873572,0.39715522,0.68469426,2.14935120,1.23237376,0.00000000,1,0
109,152.49656301,0.33788469,10.64533709,22.35978109,1.33201986,2.05458287,9.25824313,18.45531441,33.54917493,0.61868846,0.24297478,0.68364449,1.97591589,1.14600060,0.00000000,1,0
110,152.49656301,0.34252361,12.48088654,22.37878965,1.35016715,2.05458287,10.52975550,18.45531441,33.54917493,0.61877514,0.24342963,0.88509719,2.13688024,1.23790443,0.00000000,1,0
111,152.49733342,0.33771419,10.65835851,21.09941356,1.35057310,2.06135035,10.57311377,18.45531441,33.54917493,0.62105475,0.40452483,0.63690028,1.96210916,1.41454609,0.00000000,1,0
112,152.49804592,0.22291185,10.66948741,21.36790061,1.78532921,1.57585206,10.54596818,15.50554249,31.70862143,0.56994537,0.06330998,0.65085147,1.77508055,1.58988614,0.00000000,1,0
113,152.49804592,0.22291185,12.61402767,22.35993901,1.78532921,1.57585206,11.27008592,15.49845166,83.11745891,0.54663325,0.06330998,0.81556405,1.39325176,1.01610809,0.00000000,1,0
114,152.49804592,0.22291185,12.61402767,22.35993901,1.78532921,1.57585206,11.27008592,15.49845166,83.11745891,0.57020936,0.06330998,0.81556405,1.39325176,1.66209029,0.00000000,1,0
115,152.49804592,0.22291185,12.61898202,23.55258352,1.78532921,1.58444416,11.27008592,15.49821472,44.53823775,0.56919391,0.06329311,0.81556405,1.39325176,1.61700562,0.00000000,1,0
116,152.49804592,0.22291185,13.31304578,22.37799761,1.78693196,1.57585206,11.27008592,15.49845166,81.25156780,0.92670520,0.06330998,0.81556405,1.39325176,1.72055147,0.00000000,1,0
117,152.55928548,0.22264421,13.32249728,22.35597536,1.67612991,1.49945127,10.65930251,15.48838711,43.33032946,0.91421678,0.06817045,0.88497846,1.62169007,1.61682119,0.00000000,1,0
118,152.56662380,0.33933475,13.34884592,22.38084932,1.33478132,2.06134171,10.51934350,15.41165476,33.96504100,0.57169831,0.40724482,0.84988762,1.85329060,0.88064162,0.19098608,1,1
119,152.64981006,0.34252361,12.53082766,22.35978109,1.35034664,2.05458287,10.54222365,18.45531441,33.54917493,0.61877514,0.40604245,1.13386379,2.10397411,1.39708226,0.00000000,1,0
120,152.76873426,0.33772085,10.65876853,21.39434964,1.34919732,2.05503127,10.53608146,18.45535114,33.57146204,0.61861834,0.40815402,1.37919386,0.18472658,1.19764210,0.00000000,1,0
121,153.91708104,0.08872168,12.14339416,24.09328145,1.19025276,1.90217161,11.02337435,15.83793180,8.17878098,0.71225936,0.48525933,0.65814089,1.95983872,1.68316764,0.00000000,1,0
122,153.91708104,0.08872168,12.14339416,24.09328145,1.19117095,1.90217161,11.70841581,15.83793180,8.17878098,0.71225936,0.48525933,0.62221466,1.99161920,1.64565142,0.00000000,1,0
123,154.20124470,0.10356244,11.63283547,20.03788921,1.22659781,1.14534729,9.84153562,17.13229575,12.27052845,0.82588390,0.00780827,0.58513675,2.00516427,1.70461556,0.00000000,1,0
124,154.20124470,0.10452373,11.54225761,20.03788921,1.22659781,1.14534729,9.84088093,17.13229575,12.27052845,0.82588390,0.01036476,0.58513675,2.00420302,1.59356575,0.00000000,1,0
125,156.85601838,0.04230191,14.20120298,24.52731426,1.45956304,1.37470934,10.32258539,16.77450152,74.94840987,0.88851173,0.31711464,0.64900565,2.06441808,1.30688615,0.00000000,1,0
126,157.95250556,0.22321229,13.32249728,23.55483550,1.35417162,2.41346645,10.63623100,15.48838711,33.68509771,0.91421678,0.05365610,0.90108502,1.88037707,0.00000000,9.33024338,1,1
127,157.97129573,0.44776442,11.46689429,21.06049350,1.68011193,2.67794385,10.05225119,15.26259878,56.61273652,0.69630668,0.19092784,1.12557606,0.91650345,1.53160932,0.00000000,1,0
128,157.97129573,0.44776442,11.46689429,21.06049350,1.91477828,2.67794385,10.05225119,19.09554024,56.61973321,0.91355546,0.19092784,0.74709861,1.84692711,0.00000000,11.07763474,1,1
129,158.00828881,0.35414172,13.32249728,22.36183785,1.67493306,2.41346645,11.25588344,15.50103732,33.64129314,0.92387649,0.06202981,0.69222939,1.76836980,0.72651400,0.00000000,1,0
130,158.00850364,0.22298231,10.79267861,21.41243650,1.37818357,2.06299192,10.53550908,15.55546528,34.07354235,0.91647990,0.06790135,0.68947504,1.86924193,0.00000000,4.84178683,1,1
131,158.03158729,0.22264421,10.62274468,23.55600509,1.33850817,2.43913413,10.53565717,15.48769066,34.08413268,0.91647990,0.06202981,0.81674333,1.92370603,0.56070944,0.49490412,1,1
132,158.33266326,0.29638706,10.30337280,23.09460345,1.58718934,2.89272794,9.05803560,19.17462888,66.26677844,0.97084511,0.11396742,0.59396725,1.79343176,0.01059446,0.70516578,1,1
133,158.33266326,0.29638706,10.33958873,23.09460345,1.58634746,2.89272794,9.05803560,16.39261136,65.64513118,0.97084511,0.10720725,0.93994516,2.10154243,0.00000000,1.78056426,1,1
134,158.48475552,0.33769489,12.48088654,22.41899140,1.33195174,2.05480508,9.22709607,18.45531441,33.96744445,0.61874193,0.42441060,0.70063611,1.62643751,0.76979972,0.00000000,1,0
135,158.54277475,0.34249905,12.48088654,22.35978109,1.35031067,2.06088249,10.54222365,18.45656366,33.94275389,0.61877514,0.24342963,0.58578372,1.70931909,0.00000000,1.69887973,1,1
136,158.66169544,0.33769629,10.60882869,21.39434964,1.34916135,2.06133088,10.53608146,18.45660039,33.96504100,0.61861834,0.24554120,0.58604219,1.74269435,0.00000000,1.28607712,1,1
137,158.72352526,0.33771419,10.65837291,21.09941356,1.33191965,2.06135035,9.25780017,18.45531441,33.56400078,0.61860029,0.40715490,0.62614573,1.64741009,0.00000000,0.00000000,1,1
138,158.73953846,0.34235659,13.21933378,21.93047733,1.34914490,2.05458287,10.52312493,18.46057443,33.55555909,0.61543936,0.23756393,0.56668781,1.73520171,0.70011178,0.00000000,1,0
139,158.76721134,0.33771364,10.65066540,21.40937035,1.33169387,2.05474239,9.25780017,18.45662531,33.96430600,0.61880963,0.24152915,0.53132690,1.68767243,0.71730068,0.00000000,1,0
140,158.76721134,0.33771364,10.65896959,21.09941356,1.34868030,2.06128258,9.25780017,18.45665632,33.96430600,0.62105610,0.40848368,0.53132690,1.68767243,0.00000000,1.66587072,1,1
141,158.76721134,0.33771364,10.65896959,21.09941356,1.34868030,2.06193025,9.25780017,18.45662531,33.96430600,0.62105610,0.40848368,0.53132690,1.68767243,1.19699952,0.00000000,1,0
